ts,CB1_coinbase_premium_high_long_BTC,CB2_coinbase_premium_low_short_BTC,F1_extreme_pos_funding_short,F2_extreme_neg_funding_long,F3_funding_despite_reversal_short,F4_high_funding_ann_100pct_short,P1_premium_z_high_short,P2_premium_z_low_long,L1_new_perp_listing_short,C1_funding_interval_shortened,Q1_long_liq_flush_OI_reset_long,Q2_long_liq_OI_rebuild_short,Q3_short_liq_squeeze_OI_reset_short,Q4_short_liq_OI_rebuild_long,U1_control_price_up_1sd_long,U2_control_price_down_1sd_long,O1_price_up_OI_up,O2_price_up_OI_down,O3_price_down_OI_up,O4_price_down_OI_down,X1_crowded_long_reversal,X2_short_squeeze_continuation,X3_capitulation_rebound,X4_funding_despite_reversal_OI
2021-01-29,0.0017151062560378024,0.0,0.0,0.0006957194281169043,0.00024118275067117777,0.0,-0.010337023038986563,0.005302000636135016,0.0029376858566664012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-30,-4.931225871146535e-05,0.0,-0.0065288952125570135,-0.0029328113769337186,-0.0014270961932428851,0.0,-0.00872132982648715,-0.004426269795463074,-0.000912078161422014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-31,-0.0026840864619177467,0.0,0.0017752299650678253,0.00909413347857306,0.0006182952340293028,0.00041141575381653354,-0.000606197445222629,0.003796484225180656,-0.0067239032072265075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.0008716101182815212,0.0,-0.007280936513146046,-0.0009167380555037583,-0.003911276334627958,-0.004862563374334668,-0.011636405358617362,0.0007517451388027987,-0.022669267912359962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-02,0.004196903536317931,0.0,0.011024615467573053,-0.006934797930708188,0.0,0.01285142727663835,0.0017215555854475316,-0.0029705141009298596,-0.03246495788568497,0.0,0.0,0.0012534382598302723,0.0,-0.0054119210187414165,-0.009272545916317095,-0.0014476371889630888,0.0,-0.004373150745459555,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-03,0.0,0.0,-0.003556345529327947,-0.00039627830078831777,0.0,-0.0028285951085139484,-0.0006383832243562346,-0.0004906858114190999,0.014811210938364277,0.0,0.0,-0.0007674621007310402,0.0,0.0002856650502724177,0.006583463804134472,0.0007674621007310402,0.006306990823671465,-0.00019848983798933387,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-04,0.0,0.0,-0.0043062926168000075,0.008270906645936849,0.0,-0.006326493932252462,-0.00589748110172268,0.006555273787622805,-0.05336689845634437,0.0,0.0,-0.004684257254995763,0.0,0.021844601112790206,0.006840161337135182,0.004684257254995763,-0.0004759856024253217,0.001007718480369862,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-05,0.0,0.0,-0.022592748823048323,0.018740011282301315,0.0,-0.02311480210007939,-0.023616648914553968,0.014835016446825375,-0.006476351993397191,0.0,0.0,-0.002154384335284842,0.0,0.021136591141634693,0.023149650017112687,0.0009119333199696597,0.007834186795490385,0.00079838701370499,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-06,0.0,0.0,0.01368939196015533,0.005641884708505603,0.0,0.015835355761045358,0.010095916783574469,0.004657744530342477,0.019952378103197915,0.0,0.0,0.004248167080465248,0.0,0.005574164014296623,-0.005096452382231794,-0.0032437860359445596,-0.003285604762216201,-0.004068955023070913,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-07,0.0,0.0,-0.009749705033886034,0.017799778120538762,0.0,-0.004368529282377294,-0.007587316205244153,-0.004146225595325561,-0.01491825817978935,0.0,0.0,0.0031712089645762414,0.0,-0.0022742310973646526,0.0054198129123433515,0.003205806989984121,0.0028928650835116356,0.0,0.0,0.004538095187128457,0.0,0.0,0.0,0.0
2021-02-08,0.0,0.0,0.014891123018199873,0.011640599217945118,0.0,0.009472237546807273,0.008493066836127711,0.004903561846009466,0.008771632624532587,0.0,-0.0006814296891318407,-0.0046242050939797235,0.0,0.01389349378536113,0.0015164996569727212,-0.00886253992726212,-0.0029821801747072986,0.0,0.0,0.004476609487444728,0.0,0.0,0.0,0.0
2021-02-09,0.0,0.0,-0.013903856039798422,0.0032575665210416993,0.0,-0.021232024744765342,-0.022342096973303374,0.027483524162648616,-0.009022253490382406,0.0,-0.0004766117506840149,-0.023226396499408445,0.0,0.08145114886595897,0.04417250719853596,0.012951886128589793,0.023827985296800108,0.0,0.0,-0.0006594724606908068,0.0,0.0,0.0,0.0
2021-02-10,0.0,0.0,-0.001158046729533813,0.04172767706160811,0.0,-0.01220508628539299,-0.01814159284702083,0.009039406536684974,-0.0013187503793711222,0.0,0.002445532098477469,-0.06137689603717319,0.0,0.04041704401477096,0.025153919624741342,0.01622230687626259,0.034759108537291916,0.0,0.0,0.00828470406477506,0.0,0.0,0.0,0.0
2021-02-11,0.0,0.0,-0.011809052830556083,-0.009242802248351615,0.0,-0.017384263500792762,-0.01586225875313856,-0.00981095735385337,-0.023188637336215203,0.0,-0.0012742416085364035,0.009164837695803786,0.0,0.002750139745235697,0.00021480916776020107,0.005978672789459867,0.0048755907536063665,0.0,0.0,-0.001166773498661082,0.0,0.0,0.0,0.0
2021-02-12,0.0,0.0,-0.011584486710591708,0.0,0.0,-0.01846623075822399,-0.01620396912504342,0.009568055586091969,0.0,0.0,0.0005602727789417699,-0.026451739472875935,0.0,0.014795890704318651,0.01325281874811791,0.002032111384173472,0.011471575740730875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-13,0.0,0.0,-0.0005725333933655884,0.0012847547183938994,0.0,-0.009601384071845067,-0.01943077049445245,-0.001639559570418951,0.0,0.0,0.0,-0.024561208324848267,0.0,0.005645965917712106,0.0372910132519858,-0.002779940512131088,0.03516317609994974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-14,0.0,0.0,0.02151859761997369,-0.003744758655833532,0.0,0.01731882397674685,0.0218176414906471,-0.0037920298660050486,0.0,0.0,0.0,0.003959457192441018,0.0,-0.027906759563055775,-0.025748882459402253,-0.0036411725056963483,-0.02076313045449525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-15,0.0,0.0,0.004137175737443064,-0.0025762842397399305,0.0010868683042779394,0.005602717367056196,0.007782211712979822,-0.0025835929935093204,0.0,0.0,0.0,-0.0040385228459850035,0.0,0.0017412615646164502,-0.00621726852319827,-0.005209750773285198,-0.0006179238661016474,0.0,0.0,-0.00351713619994073,0.0,0.0,0.0,0.0
2021-02-16,0.0,0.0,0.003709693023876798,-0.000262514301705678,-0.002674331137307117,0.0038818480367396766,0.0014519484001352678,-0.0003922502577612569,0.0,0.0,-0.0052852948712223975,0.0038729848941516563,0.0,-0.009582589465073897,-0.008551990508619338,-0.005436171756580522,-0.014113615915672487,0.0,0.0,-0.002499571617906355,0.0,0.0,0.0,0.0
2021-02-17,0.0,0.0,-0.010637132887074456,0.0001763721006945747,-0.003822254538964877,-0.0030271412939431547,-0.004810849942885702,0.0,0.0,0.0,0.0068322222991169515,-0.002256282911790608,0.0,0.008163050327955319,0.022219984074718375,0.0027113111630003056,0.017896428881041933,0.0,0.0,0.0024800334496876174,0.0,0.0,0.0,0.0
2021-02-18,0.0,0.0,-0.011242441929891435,0.0,-0.005209711619281976,-0.010514279377035352,-0.010706787754169349,0.0,0.0,0.0,-0.0008839075709426914,-0.004221070280703035,0.0,-0.003912131128518991,0.0019780403340995375,0.004712838745938539,0.00401392128759229,0.0,0.0,-0.0007220132917865786,0.0,0.0,0.0,0.0
2021-02-19,0.0,0.0,0.011939262300417083,0.0,0.007567574789714567,0.0022202775447231677,0.008354455873703742,0.0,0.0,0.0,-0.010479703636903596,-0.0006804549121752817,0.0,-0.00030382643646064723,0.03593562449034742,-0.001807650700200693,0.023701671484100864,0.0,0.0,-0.0048291679180494365,0.0,0.0,0.0,0.0
2021-02-20,0.0,0.0,0.01325738170599713,0.0,0.004917068415812277,0.009134596860456598,0.0181656695760969,0.0,0.010616394560759744,0.0,0.010934270796431167,0.014519307723446914,0.0,-0.027353964783641844,-0.01689766627339852,-0.0012584640175752498,-0.03210258894531694,0.0,0.0,-0.0012584640175752498,0.0,0.0,0.0,0.0
2021-02-21,0.0,0.0,0.0007953009866073627,0.0,0.0,-0.006009500850743846,-0.0028357927672233436,0.0035206929115394726,-0.005514286148516149,0.0,0.005235732078891821,-0.003338921557772019,0.0,-0.0007324506178128911,0.003503382767023427,0.005834841438695229,0.00393768512861978,0.0,0.0,0.009994773512097082,0.0,0.0,0.0,0.0
2021-02-22,0.0,0.0,0.01433200109971161,0.0,0.0,0.009113872926748453,0.008936262320429007,-0.00406113700835807,-0.002314710666477984,0.0,-0.006452151793867096,0.011339334640615942,0.0,-0.013046204432936383,-0.003952566831251019,0.0032326807977222636,0.0029704679473598096,0.0,0.0,0.007315877193850376,0.0,0.0,0.0,0.0
2021-02-23,0.0,0.0,0.032069702125844646,0.0,0.024657571161554252,0.018496829838536948,0.008377507276328768,-0.0077962414780917266,0.02572405111774853,0.0,-0.01893595045380209,0.015102076107867748,0.0,-0.022100809309283816,-0.01348355768950589,-0.020457123776918624,-0.008778044113307206,0.0,0.0,-0.02060367049724125,0.0,0.0,-0.005583408833735853,0.0
2021-02-24,0.0,0.0,-0.0233762578544906,0.0018115778599858312,-0.02216045085005597,-0.009361487246512704,-0.008579094402244152,0.014710610871696233,-0.05825296528646291,0.0,0.00454508912543216,-0.004709333475208645,-0.004974621095979822,0.007943623658402083,0.00258388530647566,0.00486338120823816,0.014116298465081115,0.0,0.0,0.004983722109946534,0.0,4.979733938917548e-05,0.005617028706393697,0.0
2021-02-25,0.0,0.0,0.005017972747149357,-0.004763140160392557,0.0073496361032809225,0.004297350168092238,0.005106854445806746,-0.009650669813423232,0.019818820850361286,0.0,-0.005959881497775252,0.006551974246571157,0.004968322446387613,-0.001371488278704852,-0.011338679378868812,-0.009939349423378563,-0.008428772206001989,0.0,0.0,-0.009892986438516816,0.0,-0.002741593076233569,-0.00464748268588468,0.0
2021-02-26,0.0,0.0,0.0,-0.0023486406150293056,0.0025780614488082887,-0.0016151913869131942,0.00331711148198643,-0.0001992921743141543,0.014092803635316464,0.0,0.001131696838517654,0.0,0.005440515088986328,0.0032398570777600277,0.0010462595959806775,0.0010191739072301141,-0.0005280133792852751,0.0,0.0,0.001125012863614559,0.0,-0.001950374402491044,0.000461143770861217,0.0
2021-02-27,0.0,0.0,0.0,0.0007045517556063328,-0.007029650461387844,-0.006115113552285515,0.0014115968566489304,0.00373295527466608,-0.030374301483129407,0.0,0.0051837579634802745,0.0017177244866400498,-0.004041228150182159,-0.0006090003593583479,0.001538214994329522,0.007686321576093862,-0.0010875644453657535,0.0,0.0,0.008027355071128364,0.0,0.0,0.004079856449358545,0.0
2021-02-28,0.0,0.0,0.0,-0.006261129606162319,0.006734520099111662,0.004755660358936347,0.0020534212437446926,-0.0037401410900913343,0.03644763785123408,0.0,0.0009457833706917853,0.0013918880319370014,0.009722026342142859,0.0014993406645191017,-0.002433285027398753,-0.0016970254101257149,-2.146443959482912e-05,0.0,0.0,-0.0025515748109488272,0.0,0.0,-0.0003946760770433498,0.0
2021-03-01,0.0,0.0,0.0,0.003845584050901153,-0.014626156914112292,-0.009154601512105443,-0.004774783171972957,0.006246954897933409,-0.05341466703674659,0.0,0.0,-0.001810923283694772,0.0,0.0014845964922362283,-0.0012504134484892014,0.0004033694400714889,0.004299762094844789,0.0,0.0,0.004215112622069974,0.0,0.0,0.0,0.0
2021-03-02,0.0,0.0,0.0,0.0006058091558269098,0.0013081563860290306,-0.0049910617403927495,0.0,0.001246492475477708,-0.02334219564772126,0.0,0.0,0.0009479626417635042,0.0,-0.0025347746351626755,0.00252575614031879,0.012401902463762425,0.0,0.0,0.0,-0.0025167027381513187,0.0,0.0,0.0,0.0
2021-03-03,0.0,0.0,0.0,0.0,0.0005343173334326528,0.0,0.0,0.012997320469773713,0.007913795052939942,0.0,0.0,-0.0005407066781457205,0.0,-0.006767191680490661,-0.002484692319449678,-0.005692207879959861,-0.005200185914500508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-04,0.0,0.0,0.0,0.0,0.002404157709907086,0.0,0.0,0.005815690239487525,-0.0029330323213072424,0.0,0.0,-0.00016913637779520345,0.0,-0.00372383258979841,-0.0030934937621584628,-0.0016728386573054191,-0.0033859165241709372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.433831760922128e-05,-0.0012689831333728301,0.0,0.0,0.00043188772437683786,0.0,-0.0019090620610054832,-0.004162655849671753,-0.0036471938559145835,-0.0011923892403384248,0.0,0.0,0.001957003182529239,0.0,0.0,0.0,0.0
2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004952209761739037,-0.008501406913276095,0.0,-0.0009303585232060168,-0.000566194986340476,0.0,0.000993753936648048,0.004910871656818002,0.006931921691332053,-4.672940965251113e-05,0.0,0.0,-0.001533899264472245,0.0,0.0,0.0,0.0
2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005332323432040851,0.006367923416327655,0.0,0.0007657742633776518,-0.000466320625610755,0.0,0.004438537906872991,0.004611606807416046,0.0052680230753598175,0.011027950655664937,0.0,0.0,-0.0012139945133425904,0.0,0.0,0.0,0.0
2021-03-08,0.0,0.0,0.0,-0.005316167562482904,0.0,0.0,0.0,0.004778572307369475,0.0016990900904488883,0.0,-0.002106988477834055,4.167948281173894e-05,0.0,-0.0015492543358396641,0.005765651014874353,0.005143060984056156,0.0013678408792192828,0.0,0.0,-0.0014071688895087582,0.0,0.0,0.0,0.0
2021-03-09,0.0,0.0,0.0,-0.0006677315226790036,0.0,0.0,-0.003931488752963596,-0.005649611604529049,0.005725840736474854,0.0,0.0032355819881930655,0.0,0.0,0.0,-0.004299364175323751,0.010782570684181985,-0.001987982408373167,0.0,0.0,0.002284604040111557,0.0,0.0,0.0,0.0
2021-03-10,0.0,0.0,0.0,-0.003513280245010685,0.0,0.0,0.017687649984380268,-0.011469735566433539,0.02375988519274678,0.0,-0.002854947227140322,0.0,0.0,-0.0020423132967185027,-0.0197832049588683,-0.0019621673451632013,-0.020108459834597074,0.0,0.0,0.0,0.008001328073201674,0.0,0.0,0.0
2021-03-11,0.0,0.0,0.0,-0.0037106153901702694,0.0,0.0,-0.011522813622848361,-0.0030042997926311536,0.019584299562246867,0.0,0.0,0.0,0.0,0.007274142113885334,-0.0026393326196420116,-0.0008679213736393738,0.0006227204602235767,0.0,0.0,0.0,-0.0011371249300417426,0.0,0.0,0.0
2021-03-12,0.0,0.0,0.0,-0.002372670146888086,0.0,0.005807681690397901,-0.005184969654339256,-0.0014686970481527742,0.025474881246536785,0.0,0.0,0.0,0.0,0.008430638080720193,-0.0007046735381301163,-0.009028039134059576,-0.0018025490984315612,0.0,0.0,0.0,0.004736793558467056,0.0,0.0,0.0
2021-03-13,0.0,0.0,0.0,0.0,-0.0018710468211313217,0.0011345343270216467,-0.0032488839644432255,-0.0006853334325597851,0.023072726184846626,0.0,0.0,0.0,0.0,0.0016596624697508347,0.0003181886056917409,0.009299021456767035,0.0015528452879460565,0.0,0.0,0.006388541101703164,-0.0034424716873284735,0.0,0.0,0.0
2021-03-14,0.0,0.0,0.0,0.0,0.003660334956552308,0.0026473072924707614,-0.0023529853686758205,0.0,0.001282283221695081,0.0,0.0,0.0,0.0,-0.005198590195496409,-0.007262375683405637,-0.00854913925748058,-0.009739399488745406,0.0,0.0,-0.006274884302593866,0.002697752252746219,0.0,0.0,0.0
2021-03-15,0.0,0.0,0.0,0.0,-0.008038889162810568,-0.010950236240880687,-0.0015928623259764134,0.0,-0.013562452090106022,0.0,0.0,0.0,0.0,0.0,0.00255854870973169,-0.00057971662200632,-0.0016585541673220243,0.0,0.0,-0.0003223687654508098,0.0,0.0,0.0,0.0
2021-03-16,0.0,0.0,0.0,0.0,-0.0055353586692086084,-0.004658645335802213,-0.00656087080477228,0.0,0.04062346734828626,0.0,0.001916913069368737,0.0,0.0,0.0,0.008663869044445879,0.011928370704711887,0.014580231495992125,0.0,0.0,0.012542449213376633,0.0,0.0,0.0,0.0
2021-03-17,0.0,0.0,0.0,0.0,-0.003871057758962809,-0.003190495232038891,0.005430935601419587,0.0,-0.004884616724246527,0.0,0.0030668540820113282,0.0,0.0,0.0,0.010120174138104962,0.00044877803081833534,0.01705285563172817,0.0,0.0,0.008329299090243759,0.0,0.0,0.0,0.0
2021-03-18,0.0,0.0,0.0,0.0,0.0033507998748814618,0.002253993407434055,-0.0021152294911420816,0.002012364463490179,-0.0023594736811174697,0.0,-0.0019853219736356725,0.0,0.0,-0.006134882648572754,-0.007244036961809018,-0.002588871086504976,-0.01041275541523524,0.0,0.0,-0.0019853219736356725,0.0,0.0,0.0,0.0
2021-03-19,0.0,0.0,0.0,0.0,-0.0008593528649699119,-0.0040157941549783145,0.0,0.001371689069589653,-0.01175643247073684,0.0,0.0030240301954235663,0.0,0.0,0.00264262841007994,0.018227037661508027,0.0073699194553466345,0.007959616641294472,0.0,0.0,0.0030240301954235663,0.0,0.0,0.0,0.0
2021-03-20,0.0,0.0,0.0,0.0,0.002267531323382223,-0.002304479316471971,0.0,0.0020973936818107107,0.020811028824176864,0.0,-0.0042123985854422815,0.0,0.0,-0.0008459750555835815,0.0019575511007719135,-0.007002574935468245,-0.006878134575344241,0.0,0.0,-0.0042123985854422815,0.0,0.0,0.0,0.0
2021-03-21,0.0,0.0,0.0,0.0,0.00028520340959510055,0.00028457667097219586,0.00058851172395853,-0.006532030212470663,-0.07531063966784893,0.0,-0.00039554206024838563,0.0,0.0,0.004315550975582909,0.00033910445138397367,-0.0008005655762146601,0.004141943323580209,0.0,0.0,-0.00039554206024838563,0.0,0.0,0.0,0.0
2021-03-22,0.0,0.0,0.0,0.0,0.00047041221375544034,0.00439356485379627,-0.0012073185713227942,-0.005871299898225426,0.025125525328776124,0.0,-0.002466430110893124,0.0,0.0,-0.0035932850578292977,0.0007867262593354472,-0.00312094411730399,0.006609301769459693,0.0,0.0,-0.002466430110893124,0.0,0.0,0.0,0.0
2021-03-23,0.0,0.0,0.0,0.0,0.006911566682399517,-0.0007995573832359314,-0.00018492911046174448,-0.005572555423871195,0.016942709533394423,0.0,0.0004057421396893079,0.0,0.0,-0.001663975103876779,-0.006385549945476921,0.0007021160817824808,-0.004853703842112331,0.0,0.0,-0.0025227340527104697,0.0,0.0,0.0,0.0
2021-03-24,0.0,0.0,0.0,0.0,0.009667614785214815,0.01334248950853455,0.0030048641765076348,-0.0047819048297119745,-0.03630986933630314,0.0,0.0,0.0,0.0,-0.002068846711314372,-0.03429374646784896,-0.014430702461656796,-0.020786748800869226,0.0,0.0,-0.006114865205196804,0.0,0.0,0.0,0.0
2021-03-25,0.0,0.0,0.0,0.0,0.0032099431439408196,-0.004239077011782547,-0.0010627471264927973,-0.008203915225653741,0.010545203291577451,0.0,8.609358073635894e-05,0.0,0.0,0.0005795041737651685,0.005654522613725059,0.0038950326663392183,0.007247949018440861,0.0,0.0,0.0061123408010505175,0.0,0.0,0.0,0.0
2021-03-26,0.0,0.0,0.0,0.0,-0.022102825482648084,-0.012692442453970826,0.0,0.02261580344768633,-0.02361801553664078,0.0,0.012065395600111698,0.0,0.0,0.0,0.009233670085591058,0.015178369656345583,0.0,0.0,0.0,0.015562052590467468,0.0,0.0,0.0,0.0
2021-03-27,0.0,0.0,0.0,0.0,0.002331164456295014,0.007390784192153078,0.0,0.013774624447656383,0.010127100958663478,0.0,-0.008517701794181279,0.0,0.0,0.0021487380102382693,-0.0015843217681786224,-0.005048291441193903,0.0021487380102382693,-0.008167946172504754,0.0,-0.0038647358878956166,0.0,0.0,0.0,0.0
2021-03-28,0.0,0.0,0.0,0.0,-0.01310124177235689,-0.007909889742785678,0.0,0.019845823070349704,-0.022495904417608976,0.0,-0.001343796363791488,0.0,0.0,-0.0023766088753889854,0.004092808298823176,0.0014905391407585224,0.003857910405361875,0.0003828570123878009,0.0,0.0016709187965897056,0.0,0.0,0.0,0.0
2021-03-29,0.0,0.0,0.0,0.0,-0.006594419983341223,-0.008703251157279285,0.0,0.00021769542262118307,-0.00833068625873385,0.0,0.0060407874949173065,0.0,0.0,-0.0002518172445092727,0.004284898882235842,0.005837149348814753,0.0012746080723726508,0.00042251609068600233,0.0,0.007419110583670714,0.0,0.0,0.0,0.0
2021-03-30,0.0,0.0,0.0,0.0,0.0019068348298314289,-0.0038540005320370544,0.004110288582827625,0.0,-0.012635983370321582,0.0,0.0,0.0,0.0,0.0069966723684217035,0.003869189003031221,0.006980038867823791,0.0029907013751883454,-0.0010729078396518247,0.0,0.006980038867823791,0.0,0.0,0.0,0.0
2021-03-31,0.0,0.0,0.0023647717288484272,0.0,0.0,0.0,0.010799916650861486,0.0,0.010256654803676029,0.0,0.0,0.0,0.0,0.011917963645670174,0.018074086560684283,0.0,0.008230857383784384,0.03935447315473539,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,-0.0016647931637015722,0.0,0.0,0.0031417502027320707,0.004515131692134776,0.0,-0.0018252193139429496,0.0,0.0,0.006311102802705389,0.0,-0.007844085685265142,-0.00016507190683901908,0.0,0.0024870866079299615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02,0.0,0.0,0.0005612288258421429,0.0,0.0,-0.009676474945087596,-0.002841327114064564,0.0,-0.041440790339713394,0.0,0.0,-0.0035160512365363964,0.0,0.003288693525090493,0.011130847106753673,0.0,0.003961594100716681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03,0.0,0.0,0.0022600073131218514,0.0,0.0005752255929162528,0.013577366367555929,0.009330526986598966,0.00680021120082972,-0.030170737956051713,0.0,0.0,-0.011446827960241785,0.0,0.011574531113075359,-0.012400590470041243,-0.003130584672744181,0.0033850546182291443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04,0.0,0.0,-0.005912194431859296,0.002581407791926075,8.222999749587668e-05,-0.01979858420293336,-0.018037782690217,0.002633749575786685,-0.03278496084965847,0.0,0.0,-0.018490890811445553,0.0,0.018493225302992928,0.028951153740240553,0.022490334457075593,0.027956664563255795,0.0,0.0,0.027800359508247656,0.0,0.0,0.0,0.0
2021-04-05,0.0,0.0,-0.00024209964479087308,-0.0030047231885208855,-0.0017846150650348176,-0.01051708993337331,-0.006613212279550789,-0.0029193025296890087,-0.003997121524404864,0.0,0.0,-0.0024428264448653207,0.0,0.001798233454668083,0.02880870168872068,0.031188648743608893,8.180459429956947e-05,0.0,0.0,0.0054932891475096635,0.0,0.0,0.0,0.0
2021-04-06,0.0,0.002975880013986223,0.0011173650029556535,0.007118461693636578,0.0029696486922617194,-0.010609979868228286,-0.004728249477299576,0.006916686110578824,0.037084855344369894,0.0,0.0,0.004201379061150346,0.0,0.01100900075545996,0.026480676509692602,0.014196056357162812,0.02610615010771676,0.0,0.0,0.010603728648053472,-0.001511405704268305,0.0,0.0,0.0
2021-04-07,0.0,0.005128836012427286,0.007834211860696595,-0.0025826180005003663,0.00042750720079346653,0.015482951866152879,0.014510582331753973,-0.002647796185694051,0.011060554306982278,0.0,-0.0032854680217515087,0.003168182593416817,0.0,-0.013625038938588676,-0.015425498700990588,-0.0207226029561209,-0.01856044910971654,0.0,0.0,-0.0015273492582846744,0.010807487495816219,0.0,0.0,0.0
2021-04-08,0.0,-0.005104278914224429,-0.006179309993235888,-0.0007450357378792762,-0.003311443474587657,-0.012288596820985272,-0.012757267839978487,0.0,-0.05529427033358599,0.0,0.0033273774357529457,-0.003318840136021195,0.0,0.012482504190675644,0.01090398650724923,0.012757326201438084,0.014093232390033723,0.0,0.0,0.010246263382309556,-0.0043548248405077565,0.0,0.0,0.0
2021-04-09,0.0,-3.45682741784047e-05,0.0036946578127607004,0.0,-0.001055681702644004,-0.0033533136500923507,-0.005229740843398252,0.0,0.017446988641394164,0.0,-0.002540563111987951,0.0025418834428727398,0.0,-0.005440293916683909,-0.0019525812594759105,0.0005752062938458607,-0.010563009033074642,0.0,0.0,-0.0017312136806827577,0.004188907546079653,0.0,0.0,0.0
2021-04-10,0.0,-0.0037138401339477448,-0.006804220197257242,0.0,0.004144661618938108,0.004340219131256614,-0.011750835728801914,0.0,0.05493879107057409,0.0,0.0026915590713444985,-0.0027975092792515035,0.0,0.02545073535788714,0.012581833371405985,0.011441129436059266,0.04943167750039117,0.0,0.0,0.03069549542872891,-0.014037499050221263,0.0,0.0,0.0
2021-04-11,0.0,0.0,-0.0015048703730225267,0.0,0.0020886959089132266,-0.0031368937277189836,-0.0012598261508670783,0.0,0.012106993255681453,0.0,-0.0016666286325449583,0.0,0.0,0.0,0.014659997720288387,0.021449528650084752,0.0054122129078956315,0.0,0.0,0.014325484919822808,0.0005826727690117092,0.0,0.0,0.0
2021-04-12,0.0,0.0,0.0,0.0,-0.004135139196898141,0.00036176344304359066,-0.0013663591734917892,0.0,0.014355212794821886,0.0,0.0,0.0,0.0,-0.00585893946563561,-0.001282300265038965,0.01078898155758541,-0.0143588445202992,0.0,0.0,-0.002261305382106195,-0.002866214850171924,0.0,0.0,0.0
2021-04-13,0.0,0.0,0.0,0.0,0.0017276609951861928,0.006611995843334562,0.006335217450566545,0.0,0.012435897238572868,0.0,0.0,0.012591839141783866,0.0,-0.000502480543564129,0.005253817676265418,-0.0010412515801170473,0.013758096210604002,0.0,0.0,0.0,-0.006073839018186021,0.0,0.0,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.002733754095025599,-0.007151120640654215,-0.008700520797562289,0.0,-0.007140876615664626,0.0,0.0,-0.0008029830912257938,0.0,-0.002164309900608732,0.01831078616958526,-0.0013100797008480604,0.018478778953181778,0.0,0.0,0.0,-0.0008751011090684579,0.0,0.0,0.0
2021-04-15,0.0,0.0,-0.009029086464040062,0.0,-0.004661533091946774,-0.027773530721252226,-0.013255160659792124,0.008761241342473886,-0.0077891204443643084,0.0,0.0,-0.0004245558056316273,0.0,0.008368227278920417,0.026018936570025186,0.006420085774580897,0.039572473369562045,0.0,0.0,0.0,0.001591537536370145,0.0,0.0,0.0
2021-04-16,0.0,0.0,0.006182313127621138,-0.001577405199848497,0.0015704740439247983,-0.015113245869187959,-0.0005763155546724248,0.040352124201795014,-0.025678712620826764,0.0,0.0,0.0036197434033228004,0.0,0.026571956757698863,0.03990305957363428,0.0009408158524533475,0.05082152493486533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17,0.0,0.0,-0.008816218541007852,0.00114737522607767,-7.707661204622013e-05,-0.0030405426342084295,0.008301230199034252,-0.007449557642784393,-0.028413699563341655,0.0,0.0,-0.0022291107542165064,0.0,-0.005431685669593803,-0.005282169315007017,0.005029579751074492,-0.011565079716416602,0.0,0.0,-0.0009303140349120371,0.0,0.0,0.0,0.0
2021-04-18,0.0,0.0,0.01759428119137871,-0.004483413876334904,0.009674704403877677,0.004634853213782328,0.003254637764284636,0.003231987998354275,0.011133020172282982,0.0,0.0,-0.0001175685579986499,0.0,0.0075875004307678,-0.0036531409315276393,0.009636115732490867,-0.00479992981842133,0.0,0.0,0.03003536878948317,0.0,0.0,0.0,0.0
2021-04-19,-0.001648229422830384,0.0,0.020161775326505874,-0.01836753026131402,0.028135849040235337,0.02219510054673357,0.020645043811166306,0.0062701845473568055,0.018072040323444595,0.0,-0.016939527558977503,0.011881525102788842,0.0,-0.013161633952723118,-0.019188661394016433,-0.01634417716212072,-0.009410576508239156,0.0,0.0,-0.019215985796142337,0.0,0.0,-0.005638576066661771,0.0
